GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA2020
"G4800430","Texas","48","480","Brewster County","043","0430",9546
"G4800450","Texas","48","480","Briscoe County","045","0450",1435
"G4800470","Texas","48","480","Brooks County","047","0470",7076
"G4800490","Texas","48","480","Brown County","049","0490",38095
"G4800510","Texas","48","480","Burleson County","051","0510",17642
"G4800530","Texas","48","480","Burnet County","053","0530",49130
"G4800550","Texas","48","480","Caldwell County","055","0550",45883
"G4800570","Texas","48","480","Calhoun County","057","0570",20106
"G4800590","Texas","48","480","Callahan County","059","0590",13708
"G4800610","Texas","48","480","Cameron County","061","0610",421017
"G4800630","Texas","48","480","Camp County","063","0630",12464
"G4800650","Texas","48","480","Carson County","065","0650",5807
"G4800670","Texas","48","480","Cass County","067","0670",28454
"G4800690","Texas","48","480","Castro County","069","0690",7371
"G4800710","Texas","48","480","Chambers County","071","0710",46571
"G4800730","Texas","48","480","Cherokee County","073","0730",50412
"G4800750","Texas","48","480","Childress County","075","0750",6664
"G4800770","Texas","48","480","Clay County","077","0770",10218
"G4800790","Texas","48","480","Cochran County","079","0790",2547
"G4800810","Texas","48","480","Coke County","081","0810",3285
"G4800830","Texas","48","480","Coleman County","083","0830",7684
"G4800850","Texas","48","480","Collin County","085","0850",1064465
"G4800870","Texas","48","480","Collingsworth County","087","0870",2652
"G4800890","Texas","48","480","Colorado County","089","0890",20557
"G4800910","Texas","48","480","Comal County","091","0910",161501
"G4800930","Texas","48","480","Comanche County","093","0930",13594
"G4800950","Texas","48","480","Concho County","095","0950",3303
"G4800970","Texas","48","480","Cooke County","097","0970",41668
"G4800990","Texas","48","480","Coryell County","099","0990",83093
"G4801010","Texas","48","480","Cottle County","101","1010",1380
"G4801030","Texas","48","480","Crane County","103","1030",4675
"G4801050","Texas","48","480","Crockett County","105","1050",3098
"G4801070","Texas","48","480","Crosby County","107","1070",5133
"G4801090","Texas","48","480","Culberson County","109","1090",2188
"G4801110","Texas","48","480","Dallam County","111","1110",7115
"G4801130","Texas","48","480","Dallas County","113","1130",2613539
"G4801150","Texas","48","480","Dawson County","115","1150",12456
"G4801170","Texas","48","480","Deaf Smith County","117","1170",18583
"G4801190","Texas","48","480","Delta County","119","1190",5230
"G4801210","Texas","48","480","Denton County","121","1210",906422
"G4801230","Texas","48","480","DeWitt County","123","1230",19824
"G4801250","Texas","48","480","Dickens County","125","1250",1770
"G4801270","Texas","48","480","Dimmit County","127","1270",8615
"G4801290","Texas","48","480","Donley County","129","1290",3258
"G4801310","Texas","48","480","Duval County","131","1310",9831
"G4801330","Texas","48","480","Eastland County","133","1330",17725
"G4801350","Texas","48","480","Ector County","135","1350",165171
"G4801370","Texas","48","480","Edwards County","137","1370",1422
"G4801410","Texas","48","480","El Paso County","141","1410",865657
"G4801390","Texas","48","480","Ellis County","139","1390",192455
"G4801430","Texas","48","480","Erath County","143","1430",42545
"G4801450","Texas","48","480","Falls County","145","1450",16968
"G4801470","Texas","48","480","Fannin County","147","1470",35662
"G4801490","Texas","48","480","Fayette County","149","1490",24435
"G4801510","Texas","48","480","Fisher County","151","1510",3672
"G4801530","Texas","48","480","Floyd County","153","1530",5402
"G4801550","Texas","48","480","Foard County","155","1550",1095
"G4801570","Texas","48","480","Fort Bend County","157","1570",822779
"G4801590","Texas","48","480","Franklin County","159","1590",10359
"G4801610","Texas","48","480","Freestone County","161","1610",19435
"G4801630","Texas","48","480","Frio County","163","1630",18385
"G4801650","Texas","48","480","Gaines County","165","1650",21598
"G4801670","Texas","48","480","Galveston County","167","1670",350682
"G4801690","Texas","48","480","Garza County","169","1690",5816
"G4801710","Texas","48","480","Gillespie County","171","1710",26725
"G4801730","Texas","48","480","Glasscock County","173","1730",1116
"G4801750","Texas","48","480","Goliad County","175","1750",7012
"G4801770","Texas","48","480","Gonzales County","177","1770",19653
"G4801790","Texas","48","480","Gray County","179","1790",21227
"G4801810","Texas","48","480","Grayson County","181","1810",135543
"G4801830","Texas","48","480","Gregg County","183","1830",124239
"G4801850","Texas","48","480","Grimes County","185","1850",29268
"G4801870","Texas","48","480","Guadalupe County","187","1870",172706
"G4801890","Texas","48","480","Hale County","189","1890",32522
"G4801910","Texas","48","480","Hall County","191","1910",2825
"G4801930","Texas","48","480","Hamilton County","193","1930",8222
"G4801950","Texas","48","480","Hansford County","195","1950",5285
"G4801970","Texas","48","480","Hardeman County","197","1970",3549
"G4801990","Texas","48","480","Hardin County","199","1990",56231
"G4802010","Texas","48","480","Harris County","201","2010",4731145
"G4802030","Texas","48","480","Harrison County","203","2030",68839
"G4802050","Texas","48","480","Hartley County","205","2050",5382
"G4802070","Texas","48","480","Haskell County","207","2070",5416
"G4802090","Texas","48","480","Hays County","209","2090",241067
"G4802110","Texas","48","480","Hemphill County","211","2110",3382
"G4802130","Texas","48","480","Henderson County","213","2130",82150
"G4802150","Texas","48","480","Hidalgo County","215","2150",870781
"G4802170","Texas","48","480","Hill County","217","2170",35874
"G4802190","Texas","48","480","Hockley County","219","2190",21537
"G4802210","Texas","48","480","Hood County","221","2210",61598
"G4802230","Texas","48","480","Hopkins County","223","2230",36787
"G4802250","Texas","48","480","Houston County","225","2250",22066
"G4802270","Texas","48","480","Howard County","227","2270",34860
"G4802290","Texas","48","480","Hudspeth County","229","2290",3202
"G4802310","Texas","48","480","Hunt County","231","2310",99956
"G4802330","Texas","48","480","Hutchinson County","233","2330",20617
"G4802350","Texas","48","480","Irion County","235","2350",1513
"G4802370","Texas","48","480","Jack County","237","2370",8472
"G4802390","Texas","48","480","Jackson County","239","2390",14988
"G4802410","Texas","48","480","Jasper County","241","2410",32980
"G4802430","Texas","48","480","Jeff Davis County","243","2430",1996
"G4802450","Texas","48","480","Jefferson County","245","2450",256526
"G4802470","Texas","48","480","Jim Hogg County","247","2470",4838
"G4802490","Texas","48","480","Jim Wells County","249","2490",38891
"G4802510","Texas","48","480","Johnson County","251","2510",179927
"G4802530","Texas","48","480","Jones County","253","2530",19663
"G4802550","Texas","48","480","Karnes County","255","2550",14710
"G4802570","Texas","48","480","Kaufman County","257","2570",145310
"G4802590","Texas","48","480","Kendall County","259","2590",44279
"G4802610","Texas","48","480","Kenedy County","261","2610",350
"G4802630","Texas","48","480","Kent County","263","2630",753
"G4802650","Texas","48","480","Kerr County","265","2650",52598
"G4802670","Texas","48","480","Kimble County","267","2670",4286
"G4802690","Texas","48","480","King County","269","2690",265
"G4802710","Texas","48","480","Kinney County","271","2710",3129
"G4802730","Texas","48","480","Kleberg County","273","2730",31040
"G4802750","Texas","48","480","Knox County","275","2750",3353
"G4802830","Texas","48","480","La Salle County","283","2830",6664
"G4802770","Texas","48","480","Lamar County","277","2770",50088
"G4802790","Texas","48","480","Lamb County","279","2790",13045
"G4802810","Texas","48","480","Lampasas County","281","2810",21627
"G4802850","Texas","48","480","Lavaca County","285","2850",20337
"G4802870","Texas","48","480","Lee County","287","2870",17478
"G4802890","Texas","48","480","Leon County","289","2890",15719
"G4802910","Texas","48","480","Liberty County","291","2910",91628
"G4802930","Texas","48","480","Limestone County","293","2930",22146
"G4802950","Texas","48","480","Lipscomb County","295","2950",3059
"G4802970","Texas","48","480","Live Oak County","297","2970",11335
"G4802990","Texas","48","480","Llano County","299","2990",21243
"G4803010","Texas","48","480","Loving County","301","3010",64
"G4803030","Texas","48","480","Lubbock County","303","3030",310639
"G4803050","Texas","48","480","Lynn County","305","3050",5596
"G4803130","Texas","48","480","Madison County","313","3130",13455
"G4803150","Texas","48","480","Marion County","315","3150",9725
"G4803170","Texas","48","480","Martin County","317","3170",5237
"G4803190","Texas","48","480","Mason County","319","3190",3953
"G4803210","Texas","48","480","Matagorda County","321","3210",36255
"G4803230","Texas","48","480","Maverick County","323","3230",57887
"G4803070","Texas","48","480","McCulloch County","307","3070",7630
"G4803090","Texas","48","480","McLennan County","309","3090",260579
"G4803110","Texas","48","480","McMullen County","311","3110",600
"G4803250","Texas","48","480","Medina County","325","3250",50748
"G4803270","Texas","48","480","Menard County","327","3270",1962
"G4803290","Texas","48","480","Midland County","329","3290",169983
"G4803310","Texas","48","480","Milam County","331","3310",24754
"G4803330","Texas","48","480","Mills County","333","3330",4456
"G4803350","Texas","48","480","Mitchell County","335","3350",8990
"G4803370","Texas","48","480","Montague County","337","3370",19965
"G4803390","Texas","48","480","Montgomery County","339","3390",620443
"G4803410","Texas","48","480","Moore County","341","3410",21358
"G4803430","Texas","48","480","Morris County","343","3430",11973
"G4803450","Texas","48","480","Motley County","345","3450",1063
"G4803470","Texas","48","480","Nacogdoches County","347","3470",64653
"G4803490","Texas","48","480","Navarro County","349","3490",52624
"G4803510","Texas","48","480","Newton County","351","3510",12217
"G4803530","Texas","48","480","Nolan County","353","3530",14738
"G4803550","Texas","48","480","Nueces County","355","3550",353178
"G4803570","Texas","48","480","Ochiltree County","357","3570",10015
"G4803590","Texas","48","480","Oldham County","359","3590",1758
"G4803610","Texas","48","480","Orange County","361","3610",84808
"G4803630","Texas","48","480","Palo Pinto County","363","3630",28409
"G4803650","Texas","48","480","Panola County","365","3650",22491
"G4803670","Texas","48","480","Parker County","367","3670",148222
"G4803690","Texas","48","480","Parmer County","369","3690",9869
"G4803710","Texas","48","480","Pecos County","371","3710",15193
"G4803730","Texas","48","480","Polk County","373","3730",50123
"G4803750","Texas","48","480","Potter County","375","3750",118525
"G4803770","Texas","48","480","Presidio County","377","3770",6131
"G4803790","Texas","48","480","Rains County","379","3790",12164
"G4803810","Texas","48","480","Randall County","381","3810",140753
"G4803830","Texas","48","480","Reagan County","383","3830",3385
"G4803850","Texas","48","480","Real County","385","3850",2758
"G4803870","Texas","48","480","Red River County","387","3870",11587
"G4803890","Texas","48","480","Reeves County","389","3890",14748
"G4803910","Texas","48","480","Refugio County","391","3910",6741
"G4803930","Texas","48","480","Roberts County","393","3930",827
"G4803950","Texas","48","480","Robertson County","395","3950",16757
"G4803970","Texas","48","480","Rockwall County","397","3970",107819
"G4803990","Texas","48","480","Runnels County","399","3990",9900
"G4804010","Texas","48","480","Rusk County","401","4010",52214
"G4804030","Texas","48","480","Sabine County","403","4030",9894
"G4804050","Texas","48","480","San Augustine County","405","4050",7918
"G4804070","Texas","48","480","San Jacinto County","407","4070",27402
"G4804090","Texas","48","480","San Patricio County","409","4090",68755
"G4804110","Texas","48","480","San Saba County","411","4110",5730
"G4804130","Texas","48","480","Schleicher County","413","4130",2451
"G4804150","Texas","48","480","Scurry County","415","4150",16932
"G4804170","Texas","48","480","Shackelford County","417","4170",3105
"G4804190","Texas","48","480","Shelby County","419","4190",24022
"G4804210","Texas","48","480","Sherman County","421","4210",2782
"G4804230","Texas","48","480","Smith County","423","4230",233479
"G4804250","Texas","48","480","Somervell County","425","4250",9205
"G4804270","Texas","48","480","Starr County","427","4270",65920
"G4804290","Texas","48","480","Stephens County","429","4290",9101
"G4804310","Texas","48","480","Sterling County","431","4310",1372
"G4804330","Texas","48","480","Stonewall County","433","4330",1245
"G4804350","Texas","48","480","Sutton County","435","4350",3372
"G4804370","Texas","48","480","Swisher County","437","4370",6971
"G4804390","Texas","48","480","Tarrant County","439","4390",2110640
"G4804410","Texas","48","480","Taylor County","441","4410",143208
"G4804430","Texas","48","480","Terrell County","443","4430",760
"G4804450","Texas","48","480","Terry County","445","4450",11831
"G4804470","Texas","48","480","Throckmorton County","447","4470",1440
"G4804490","Texas","48","480","Titus County","449","4490",31247
"G4804510","Texas","48","480","Tom Green County","451","4510",120003
"G4804530","Texas","48","480","Travis County","453","4530",1290188
"G4804550","Texas","48","480","Trinity County","455","4550",13602
"G4804570","Texas","48","480","Tyler County","457","4570",19798
"G4804590","Texas","48","480","Upshur County","459","4590",40892
"G4804610","Texas","48","480","Upton County","461","4610",3308
"G4804630","Texas","48","480","Uvalde County","463","4630",24564
"G4804650","Texas","48","480","Val Verde County","465","4650",47586
"G4804670","Texas","48","480","Van Zandt County","467","4670",59541
"G4804690","Texas","48","480","Victoria County","469","4690",91319
"G4804710","Texas","48","480","Walker County","471","4710",76400
"G4804730","Texas","48","480","Waller County","473","4730",56794
"G4804750","Texas","48","480","Ward County","475","4750",11644
"G4804770","Texas","48","480","Washington County","477","4770",35805
"G4804790","Texas","48","480","Webb County","479","4790",267114
"G4804810","Texas","48","480","Wharton County","481","4810",41570
"G4804830","Texas","48","480","Wheeler County","483","4830",4990
"G4804850","Texas","48","480","Wichita County","485","4850",129350
"G4804870","Texas","48","480","Wilbarger County","487","4870",12887
"G4804890","Texas","48","480","Willacy County","489","4890",20164
"G4804910","Texas","48","480","Williamson County","491","4910",609017
"G4804930","Texas","48","480","Wilson County","493","4930",49753
"G4804950","Texas","48","480","Winkler County","495","4950",7791
"G4804970","Texas","48","480","Wise County","497","4970",68632
"G4804990","Texas","48","480","Wood County","499","4990",44843
"G4805010","Texas","48","480","Yoakum County","501","5010",7694
"G4805030","Texas","48","480","Young County","503","5030",17867
"G4805050","Texas","48","480","Zapata County","505","5050",13889
"G4805070","Texas","48","480","Zavala County","507","5070",9670
"G4900010","Utah","49","490","Beaver County","001","0010",7072
"G4900030","Utah","49","490","Box Elder County","003","0030",57666
"G4900050","Utah","49","490","Cache County","005","0050",133154
"G4900070","Utah","49","490","Carbon County","007","0070",20412
"G4900090","Utah","49","490","Daggett County","009","0090",935
"G4900110","Utah","49","490","Davis County","011","0110",362679
"G4900130","Utah","49","490","Duchesne County","013","0130",19596
"G4900150","Utah","49","490","Emery County","015","0150",9825
"G4900170","Utah","49","490","Garfield County","017","0170",5083
"G4900190","Utah","49","490","Grand County","019","0190",9669
"G4900210","Utah","49","490","Iron County","021","0210",57289
"G4900230","Utah","49","490","Juab County","023","0230",11786
"G4900250","Utah","49","490","Kane County","025","0250",7667
"G4900270","Utah","49","490","Millard County","027","0270",12975
"G4900290","Utah","49","490","Morgan County","029","0290",12295
"G4900310","Utah","49","490","Piute County","031","0310",1438
"G4900330","Utah","49","490","Rich County","033","0330",2510
"G4900350","Utah","49","490","Salt Lake County","035","0350",1185238
"G4900370","Utah","49","490","San Juan County","037","0370",14518
"G4900390","Utah","49","490","Sanpete County","039","0390",28437
"G4900410","Utah","49","490","Sevier County","041","0410",21522
"G4900430","Utah","49","490","Summit County","043","0430",42357
"G4900450","Utah","49","490","Tooele County","045","0450",72698
"G4900470","Utah","49","490","Uintah County","047","0470",35620
"G4900490","Utah","49","490","Utah County","049","0490",659399
"G4900510","Utah","49","490","Wasatch County","051","0510",34788
"G4900530","Utah","49","490","Washington County","053","0530",180279
"G4900550","Utah","49","490","Wayne County","055","0550",2486
"G4900570","Utah","49","490","Weber County","057","0570",262223
"G5000010","Vermont","50","500","Addison County","001","0010",37363
"G5000030","Vermont","50","500","Bennington County","003","0030",37347
"G5000050","Vermont","50","500","Caledonia County","005","0050",30233
"G5000070","Vermont","50","500","Chittenden County","007","0070",168323
"G5000090","Vermont","50","500","Essex County","009","0090",5920
"G5000110","Vermont","50","500","Franklin County","011","0110",49946
"G5000130","Vermont","50","500","Grand Isle County","013","0130",7293
"G5000150","Vermont","50","500","Lamoille County","015","0150",25945
"G5000170","Vermont","50","500","Orange County","017","0170",29277
"G5000190","Vermont","50","500","Orleans County","019","0190",27393
"G5000210","Vermont","50","500","Rutland County","021","0210",60572
"G5000230","Vermont","50","500","Washington County","023","0230",59807
"G5000250","Vermont","50","500","Windham County","025","0250",45905
"G5000270","Vermont","50","500","Windsor County","027","0270",57753
"G5100010","Virginia","51","510","Accomack County","001","0010",33413
"G5100030","Virginia","51","510","Albemarle County","003","0030",112395
"G5105100","Virginia","51","510","Alexandria city","510","5100",159467
"G5100050","Virginia","51","510","Alleghany County","005","0050",15223
"G5100070","Virginia","51","510","Amelia County","007","0070",13265
"G5100090","Virginia","51","510","Amherst County","009","0090",31307
"G5100110","Virginia","51","510","Appomattox County","011","0110",16119
"G5100130","Virginia","51","510","Arlington County","013","0130",238643
"G5100150","Virginia","51","510","Augusta County","015","0150",77487
"G5100170","Virginia","51","510","Bath County","017","0170",4209
"G5100190","Virginia","51","510","Bedford County","019","0190",79462
"G5100210","Virginia","51","510","Bland County","021","0210",6270
"G5100230","Virginia","51","510","Botetourt County","023","0230",33596
"G5105200","Virginia","51","510","Bristol city","520","5200",17219
"G5100250","Virginia","51","510","Brunswick County","025","0250",15849
"G5100270","Virginia","51","510","Buchanan County","027","0270",20355
"G5100290","Virginia","51","510","Buckingham County","029","0290",16824
"G5105300","Virginia","51","510","Buena Vista city","530","5300",6641
"G5100310","Virginia","51","510","Campbell County","031","0310",55696
"G5100330","Virginia","51","510","Caroline County","033","0330",30887
"G5100350","Virginia","51","510","Carroll County","035","0350",29155
"G5100360","Virginia","51","510","Charles City County","036","0360",6773
"G5100370","Virginia","51","510","Charlotte County","037","0370",11529
"G5105400","Virginia","51","510","Charlottesville city","540","5400",46553
"G5105500","Virginia","51","510","Chesapeake city","550","5500",249422
"G5100410","Virginia","51","510","Chesterfield County","041","0410",364548
"G5100430","Virginia","51","510","Clarke County","043","0430",14783
"G5105700","Virginia","51","510","Colonial Heights city","570","5700",18170
"G5105800","Virginia","51","510","Covington city","580","5800",5737
"G5100450","Virginia","51","510","Craig County","045","0450",4892
"G5100470","Virginia","51","510","Culpeper County","047","0470",52552
"G5100490","Virginia","51","510","Cumberland County","049","0490",9675
"G5105900","Virginia","51","510","Danville city","590","5900",42590
"G5100510","Virginia","51","510","Dickenson County","051","0510",14124
"G5100530","Virginia","51","510","Dinwiddie County","053","0530",27947
"G5105950","Virginia","51","510","Emporia city","595","5950",5766
"G5100570","Virginia","51","510","Essex County","057","0570",10599
"G5106000","Virginia","51","510","Fairfax city","600","6000",24146
"G5100590","Virginia","51","510","Fairfax County","059","0590",1150309
"G5106100","Virginia","51","510","Falls Church city","610","6100",14658
"G5100610","Virginia","51","510","Fauquier County","061","0610",72972
"G5100630","Virginia","51","510","Floyd County","063","0630",15476
"G5100650","Virginia","51","510","Fluvanna County","065","0650",27249
"G5106200","Virginia","51","510","Franklin city","620","6200",8180
"G5100670","Virginia","51","510","Franklin County","067","0670",54477
"G5100690","Virginia","51","510","Frederick County","069","0690",91419
"G5106300","Virginia","51","510","Fredericksburg city","630","6300",27982
"G5106400","Virginia","51","510","Galax city","640","6400",6720
"G5100710","Virginia","51","510","Giles County","071","0710",16787
"G5100730","Virginia","51","510","Gloucester County","073","0730",38711
"G5100750","Virginia","51","510","Goochland County","075","0750",24727
"G5100770","Virginia","51","510","Grayson County","077","0770",15333
"G5100790","Virginia","51","510","Greene County","079","0790",20552
"G5100810","Virginia","51","510","Greensville County","081","0810",11391
"G5100830","Virginia","51","510","Halifax County","083","0830",34022
"G5106500","Virginia","51","510","Hampton city","650","6500",137148
"G5100850","Virginia","51","510","Hanover County","085","0850",109979
"G5106600","Virginia","51","510","Harrisonburg city","660","6600",51814
"G5100870","Virginia","51","510","Henrico County","087","0870",334389
"G5100890","Virginia","51","510","Henry County","089","0890",50948
"G5100910","Virginia","51","510","Highland County","091","0910",2232
"G5106700","Virginia","51","510","Hopewell city","670","6700",23033
"G5100930","Virginia","51","510","Isle of Wight County","093","0930",38606
"G5100950","Virginia","51","510","James City County","095","0950",78254
"G5100970","Virginia","51","510","King and Queen County","097","0970",6608
"G5100990","Virginia","51","510","King George County","099","0990",26723
"G5101010","Virginia","51","510","King William County","101","1010",17810
"G5101030","Virginia","51","510","Lancaster County","103","1030",10919
"G5101050","Virginia","51","510","Lee County","105","1050",22173
"G5106780","Virginia","51","510","Lexington city","678","6780",7320
"G5101070","Virginia","51","510","Loudoun County","107","1070",420959
"G5101090","Virginia","51","510","Louisa County","109","1090",37596
"G5101110","Virginia","51","510","Lunenburg County","111","1110",11936
"G5106800","Virginia","51","510","Lynchburg city","680","6800",79009
"G5101130","Virginia","51","510","Madison County","113","1130",13837
"G5106830","Virginia","51","510","Manassas city","683","6830",42772
"G5106850","Virginia","51","510","Manassas Park city","685","6850",17219
"G5106900","Virginia","51","510","Martinsville city","690","6900",13485
"G5101150","Virginia","51","510","Mathews County","115","1150",8533
"G5101170","Virginia","51","510","Mecklenburg County","117","1170",30319
"G5101190","Virginia","51","510","Middlesex County","119","1190",10625
"G5101210","Virginia","51","510","Montgomery County","121","1210",99721
"G5101250","Virginia","51","510","Nelson County","125","1250",14775
"G5101270","Virginia","51","510","New Kent County","127","1270",22945
"G5107000","Virginia","51","510","Newport News city","700","7000",186247
"G5107100","Virginia","51","510","Norfolk city","710","7100",238005
"G5101310","Virginia","51","510","Northampton County","131","1310",12282
"G5101330","Virginia","51","510","Northumberland County","133","1330",11839
"G5107200","Virginia","51","510","Norton city","720","7200",3687
"G5101350","Virginia","51","510","Nottoway County","135","1350",15642
"G5101370","Virginia","51","510","Orange County","137","1370",36254
"G5101390","Virginia","51","510","Page County","139","1390",23709
"G5101410","Virginia","51","510","Patrick County","141","1410",17608
"G5107300","Virginia","51","510","Petersburg city","730","7300",33458
"G5101430","Virginia","51","510","Pittsylvania County","143","1430",60501
"G5107350","Virginia","51","510","Poquoson city","735","7350",12460
"G5107400","Virginia","51","510","Portsmouth city","740","7400",97915
"G5101450","Virginia","51","510","Powhatan County","145","1450",30333
"G5101470","Virginia","51","510","Prince Edward County","147","1470",21849
"G5101490","Virginia","51","510","Prince George County","149","1490",43010
"G5101530","Virginia","51","510","Prince William County","153","1530",482204
"G5101550","Virginia","51","510","Pulaski County","155","1550",33800
"G5107500","Virginia","51","510","Radford city","750","7500",16070
"G5101570","Virginia","51","510","Rappahannock County","157","1570",7348
"G5107600","Virginia","51","510","Richmond city","760","7600",226610
"G5101590","Virginia","51","510","Richmond County","159","1590",8923
"G5107700","Virginia","51","510","Roanoke city","770","7700",100011
"G5101610","Virginia","51","510","Roanoke County","161","1610",96929
"G5101630","Virginia","51","510","Rockbridge County","163","1630",22650
"G5101650","Virginia","51","510","Rockingham County","165","1650",83757
"G5101670","Virginia","51","510","Russell County","167","1670",25781
"G5107750","Virginia","51","510","Salem city","775","7750",25346
"G5101690","Virginia","51","510","Scott County","169","1690",21576
"G5101710","Virginia","51","510","Shenandoah County","171","1710",44186
"G5101730","Virginia","51","510","Smyth County","173","1730",29800
"G5101750","Virginia","51","510","Southampton County","175","1750",17996
"G5101770","Virginia","51","510","Spotsylvania County","177","1770",140032
"G5101790","Virginia","51","510","Stafford County","179","1790",156927
"G5107900","Virginia","51","510","Staunton city","790","7900",25750
"G5108000","Virginia","51","510","Suffolk city","800","8000",94324
"G5101810","Virginia","51","510","Surry County","181","1810",6561
"G5101830","Virginia","51","510","Sussex County","183","1830",10829
"G5101850","Virginia","51","510","Tazewell County","185","1850",40429
"G5108100","Virginia","51","510","Virginia Beach city","810","8100",459470
"G5101870","Virginia","51","510","Warren County","187","1870",40727
"G5101910","Virginia","51","510","Washington County","191","1910",53935
"G5108200","Virginia","51","510","Waynesboro city","820","8200",22196
"G5101930","Virginia","51","510","Westmoreland County","193","1930",18477
"G5108300","Virginia","51","510","Williamsburg city","830","8300",15425
"G5108400","Virginia","51","510","Winchester city","840","8400",28120
"G5101950","Virginia","51","510","Wise County","195","1950",36130
"G5101970","Virginia","51","510","Wythe County","197","1970",28290
"G5101990","Virginia","51","510","York County","199","1990",70045
"G5300010","Washington","53","530","Adams County","001","0010",20613
"G5300030","Washington","53","530","Asotin County","003","0030",22285
"G5300050","Washington","53","530","Benton County","005","0050",206873
"G5300070","Washington","53","530","Chelan County","007","0070",79074
"G5300090","Washington","53","530","Clallam County","009","0090",77155
"G5300110","Washington","53","530","Clark County","011","0110",503311
"G5300130","Washington","53","530","Columbia County","013","0130",3952
"G5300150","Washington","53","530","Cowlitz County","015","0150",110730
"G5300170","Washington","53","530","Douglas County","017","0170",42938
"G5300190","Washington","53","530","Ferry County","019","0190",7178
"G5300210","Washington","53","530","Franklin County","021","0210",96749
"G5300230","Washington","53","530","Garfield County","023","0230",2286
"G5300250","Washington","53","530","Grant County","025","0250",99123
"G5300270","Washington","53","530","Grays Harbor County","027","0270",75636
"G5300290","Washington","53","530","Island County","029","0290",86857
"G5300310","Washington","53","530","Jefferson County","031","0310",32977
"G5300330","Washington","53","530","King County","033","0330",2269675
"G5300350","Washington","53","530","Kitsap County","035","0350",275611
"G5300370","Washington","53","530","Kittitas County","037","0370",44337
"G5300390","Washington","53","530","Klickitat County","039","0390",22735
"G5300410","Washington","53","530","Lewis County","041","0410",82149
"G5300430","Washington","53","530","Lincoln County","043","0430",10876
"G5300450","Washington","53","530","Mason County","045","0450",65726
"G5300470","Washington","53","530","Okanogan County","047","0470",42104
"G5300490","Washington","53","530","Pacific County","049","0490",23365
"G5300510","Washington","53","530","Pend Oreille County","051","0510",13401
"G5300530","Washington","53","530","Pierce County","053","0530",921130
"G5300550","Washington","53","530","San Juan County","055","0550",17788
"G5300570","Washington","53","530","Skagit County","057","0570",129523
"G5300590","Washington","53","530","Skamania County","059","0590",12036
"G5300610","Washington","53","530","Snohomish County","061","0610",827957
"G5300630","Washington","53","530","Spokane County","063","0630",539339
"G5300650","Washington","53","530","Stevens County","065","0650",46445
"G5300670","Washington","53","530","Thurston County","067","0670",294793
"G5300690","Washington","53","530","Wahkiakum County","069","0690",4422
"G5300710","Washington","53","530","Walla Walla County","071","0710",62584
"G5300730","Washington","53","530","Whatcom County","073","0730",226847
"G5300750","Washington","53","530","Whitman County","075","0750",47973
"G5300770","Washington","53","530","Yakima County","077","0770",256728
"G5400010","West Virginia","54","540","Barbour County","001","0010",15465
"G5400030","West Virginia","54","540","Berkeley County","003","0030",122076
"G5400050","West Virginia","54","540","Boone County","005","0050",21809
"G5400070","West Virginia","54","540","Braxton County","007","0070",12447
"G5400090","West Virginia","54","540","Brooke County","009","0090",22559
"G5400110","West Virginia","54","540","Cabell County","011","0110",94350
"G5400130","West Virginia","54","540","Calhoun County","013","0130",6229
"G5400150","West Virginia","54","540","Clay County","015","0150",8051
"G5400170","West Virginia","54","540","Doddridge County","017","0170",7808
"G5400190","West Virginia","54","540","Fayette County","019","0190",40488
"G5400210","West Virginia","54","540","Gilmer County","021","0210",7408
"G5400230","West Virginia","54","540","Grant County","023","0230",10976
"G5400250","West Virginia","54","540","Greenbrier County","025","0250",32977
"G5400270","West Virginia","54","540","Hampshire County","027","0270",23093
"G5400290","West Virginia","54","540","Hancock County","029","0290",29095
"G5400310","West Virginia","54","540","Hardy County","031","0310",14299
"G5400330","West Virginia","54","540","Harrison County","033","0330",65921
"G5400350","West Virginia","54","540","Jackson County","035","0350",27791
"G5400370","West Virginia","54","540","Jefferson County","037","0370",57701
"G5400390","West Virginia","54","540","Kanawha County","039","0390",180745
"G5400410","West Virginia","54","540","Lewis County","041","0410",17033
"G5400430","West Virginia","54","540","Lincoln County","043","0430",20463
"G5400450","West Virginia","54","540","Logan County","045","0450",32567
"G5400490","West Virginia","54","540","Marion County","049","0490",56205
"G5400510","West Virginia","54","540","Marshall County","051","0510",30591
"G5400530","West Virginia","54","540","Mason County","053","0530",25453
"G5400470","West Virginia","54","540","McDowell County","047","0470",19111
"G5400550","West Virginia","54","540","Mercer County","055","0550",59664
"G5400570","West Virginia","54","540","Mineral County","057","0570",26938
"G5400590","West Virginia","54","540","Mingo County","059","0590",23568
"G5400610","West Virginia","54","540","Monongalia County","061","0610",105822
"G5400630","West Virginia","54","540","Monroe County","063","0630",12376
"G5400650","West Virginia","54","540","Morgan County","065","0650",17063
"G5400670","West Virginia","54","540","Nicholas County","067","0670",24604
"G5400690","West Virginia","54","540","Ohio County","069","0690",42425
"G5400710","West Virginia","54","540","Pendleton County","071","0710",6143
"G5400730","West Virginia","54","540","Pleasants County","073","0730",7653
"G5400750","West Virginia","54","540","Pocahontas County","075","0750",7869
"G5400770","West Virginia","54","540","Preston County","077","0770",34216
